,term-or-expression,explicit-or-implicit,lemma,en-contextual-label,en-hate-label,label,pos,id,category,stereotype,level
3944,,,barbarically,,,,n,EN737,ddp,yes,conservative
3945,,,maris peer,,,,n,EN6724,or,no,inclusive
3946,,,telltale,,,,n,EN1132,cds,no,conservative
3947,,,retorics,,,,n,EN5796,qas,no,inclusive
3948,,,kingdomanimalia,,,,n,EN399,an,no,inclusive
3949,,,bagnio,,,,n,EN657,cds,no,inclusive
3950,,,beguines,,,,n,EN1030,cds,no,inclusive
3951,,,dog-kennel,,,,n,EN3359,qas,no,inclusive
3952,,,dark-hearted,,,,n,EN5692,dmc,yes,inclusive
3953,,,anterior axillary line,,,,n,EN3346,om,no,inclusive
3954,,,physog,,,,n,EN2498,an,no,inclusive
3955,,,scratch,,,,n,EN1775,cds,no,inclusive
3956,,,procrasturbation,,,,n,EN6247,cds,no,conservative
3957,,,ragbag,,,,n,EN312,qas,no,inclusive
3958,,,mestiso,,,,n,EN5824,ps,yes,conservative
3959,,,preachify,,,,v,EN6789,cds,no,conservative
3960,,,hyenae,,,,n,EN4718,an,no,inclusive
3961,,,barrister,,,,n,EN819,pa,yes,inclusive
3962,,,profligacy,,,,n,EN3702,dmc,yes,inclusive
3963,,,castes,,,,n,EN2232,qas,no,inclusive
3964,,,perspicaciousness,,,,n,EN472,cds,no,inclusive
3965,,,fakes,,,,n,EN7916,an,no,conservative
3966,,,cocksucker,,,,n,EN1296,ddp,yes,conservative
3967,,,af&am,,,,n,EN3978,cds,no,inclusive
3968,,,moralistical,,,,n,EN3591,dmc,yes,inclusive
3969,,,turncoater,,,,n,EN8167,dmc,yes,conservative
3970,,,messenger boy,,,,n,EN4392,cds,no,inclusive
3971,,,testaria,,,,n,EN5346,an,no,inclusive
3972,,,anguillid,,,,n,EN368,an,no,inclusive
3973,,,molestor,,,,n,EN7636,re,no,inclusive
3974,,,killing,,,,n,EN6467,re,no,inclusive
3975,,,prohibited,,,,a,EN4294,cds,no,inclusive
3976,,,religously,,,,n,EN6895,cds,no,inclusive
3977,,,nervelessly,,,,n,EN2526,cds,no,conservative
3978,,,kingdom animalia,,,,n,EN388,an,no,inclusive
3979,,,insular,,,,a,EN4764,is,yes,conservative
3980,,,oxen,,,,n,EN1452,an,no,inclusive
3981,,,pederast,,,,n,EN2094,om,no,conservative
3982,,,circle,,,,n,EN1097,cds,no,inclusive
3983,,,humunculus,,,,n,EN6489,dmc,yes,inclusive
3984,,,laziest,,,,n,EN7,svp,no,inclusive
3985,,,prevarications,,,,n,EN5036,qas,no,conservative
3986,,,single celler,,,,n,EN5883,an,no,inclusive
3987,,,effingly,,,,n,EN2326,asm,no,conservative
3988,,,wriggler,,,,n,EN5395,an,no,inclusive
3989,,,groundless allegations,,,,n,EN2023,re,no,inclusive
3990,,,sluggard,,,,n,EN288,svp,no,conservative
3991,,,demagoguism,,,,n,EN2944,cds,no,conservative
3992,,,lampyris carreti,,,,n,EN7570,pr,no,inclusive
3993,,,anserini,,,,n,EN6389,an,no,inclusive
3994,,,pediculus humanus,,,,n,EN6870,an,no,inclusive
3995,,,unacceptability,,,,n,EN3539,dmc,yes,inclusive
3996,,,hyaenids,,,,n,EN4709,an,no,inclusive
3997,,,doll,,,,n,EN4730,asf,no,conservative
3998,,,fatuity,,,,n,EN5943,ddp,yes,conservative
3999,,,fava,,,,n,EN4099,asm,no,inclusive
4000,,,satyriasis,,,,n,EN6303,cds,no,conservative
4001,,,linguistic skills,,,,n,EN5798,qas,no,inclusive
4002,,,boycrazier,,,,n,EN6342,cds,no,conservative
4003,,,"""female illusionist""",,,,n,EN7967,om,no,inclusive
4004,,,ring,,,,n,EN1078,cds,no,conservative
4005,,,incriminate,,,,n,EN3067,re,no,inclusive
4006,,,hipocrite,,,,n,EN3184,dmc,yes,conservative
4007,,,convenience,,,,n,EN5326,cds,no,inclusive
4008,,,deceptive,,,,n,EN2903,dmc,yes,conservative
4009,,,backtalk,,,,n,EN5112,cds,no,inclusive
4010,,,asportation,,,,n,EN4356,cds,no,inclusive
4011,,,hnrrep,,,,n,EN6088,ps,yes,conservative
4012,,,borgeois,,,,n,EN1610,qas,no,inclusive
4013,,,modern dinosaurs,,,,n,EN7877,asm,no,inclusive
4014,,,balls-up,,,,n,EN2214,cds,no,inclusive
4015,,,whoremongering,,,,n,EN4431,pr,no,conservative
4016,,,charlatan,,,,n,EN2549,cds,no,conservative
4017,,,cuke,,,,n,EN2844,or,no,inclusive
4018,,,poppycock,,,,n,EN7567,ddp,yes,inclusive
4019,,,she-asses,,,,n,EN555,an,no,inclusive
4020,,,tribe,,,,n,EN2098,cds,no,inclusive
4021,,,brigands,,,,n,EN8256,cds,no,inclusive
4022,,,police-woman,,,,n,EN5470,cds,no,conservative
4023,,,moo unit,,,,n,EN1459,an,no,inclusive
4024,,,lawbreaking,,,,n,EN3025,re,no,inclusive
4025,,,badguy,,,,n,EN1744,is,yes,conservative
4026,,,girlcrazily,,,,n,EN6283,cds,no,conservative
4027,,,slandered,,,,n,EN1940,re,no,inclusive
4028,,,bellhops,,,,n,EN1044,pa,yes,inclusive
4029,,,immoralize,,,,n,EN3578,dmc,yes,inclusive
4030,,,immoralises,,,,n,EN3566,dmc,yes,inclusive
4031,,,womancraziness,,,,n,EN6268,cds,no,conservative
4032,,,overweeningly,,,,n,EN4681,cds,no,inclusive
4033,,,amateurishness,,,,n,EN133,qas,no,conservative
4034,,,rumbustious,,,,a,EN8005,re,no,conservative
4035,,,gigalo,,,,n,EN937,an,no,conservative
4036,,,goldbrick,,,,v,EN6668,re,no,inclusive
4037,,,bourgeoisie,,,,n,EN1635,qas,no,inclusive
4038,,,stalkerazzi,,,,n,EN5595,cds,no,inclusive
4039,,,balloon swallowing,,,,n,EN7772,an,no,inclusive
4040,,,egregiousnesses,,,,n,EN5707,dmc,yes,inclusive
4041,,,leching,,,,n,EN4998,svp,no,inclusive
4042,,,decaying meat,,,,n,EN1839,cds,no,inclusive
4043,,,ruseman,,,,n,EN6496,dmc,yes,conservative
4044,,,muck up,,,,v,EN6596,qas,no,conservative
4045,,,necessarium,,,,n,EN5332,cds,no,inclusive
4046,,,bollocking,,,,n,EN670,asm,no,inclusive
4047,,,freezer duty,,,,n,EN5455,cds,no,conservative
4048,,,gorger,,,,n,EN5063,svp,no,conservative
4049,,,chanticleer,,,,n,EN2203,asm,no,inclusive
4050,,,hypocracy,,,,n,EN3174,dmc,yes,conservative
4051,,,camp,,,,n,EN1793,cds,no,inclusive
4052,,,barbarity,,,,n,EN757,an,no,inclusive
4053,,,hump,,,,v,EN4273,asm,no,conservative
4054,,,motherfucking,,,,n,EN1289,ddp,yes,conservative
4055,,,fisnamy,,,,n,EN2500,an,no,inclusive
4056,,,single-cellers,,,,n,EN5852,an,no,inclusive
4057,,,snatch,,,,n,EN2819,re,no,inclusive
4058,,,libelist,,,,n,EN1948,re,no,inclusive
4059,,,tedium,,,,n,EN1439,svp,no,inclusive
4060,,,eurypterids,,,,n,EN3672,an,no,inclusive
4061,,,wads,,,,n,EN3421,cds,no,inclusive
4062,,,prevaricated,,,,n,EN5028,cds,no,conservative
4063,,,cattle-raid,,,,n,EN5261,re,no,inclusive
4064,,,excessive sexual drive,,,,n,EN6258,cds,no,conservative
4065,,,legal professions,,,,n,EN798,pa,yes,inclusive
4066,,,counselor,,,,n,EN789,pa,yes,inclusive
4067,,,canis familaris,,,,n,EN2071,an,no,inclusive
4068,,,raunch,,,,n,EN2188,an,no,conservative
4069,,,funeral directors,,,,n,EN1348,pa,yes,inclusive
4070,,,good-for-nothing,,,,n,EN4245,svp,no,conservative
4071,,,m. a. f. i. a.,,,,n,EN5520,cds,no,conservative
4072,,,microscopic organism,,,,n,EN5848,an,no,inclusive
4073,,,nickel novel,,,,n,EN3097,cds,no,inclusive
4074,,,thievery,,,,n,EN4357,re,no,inclusive
4075,,,jackass,,,,n,EN511,ddp,yes,conservative
4076,,,impudence,,,,n,EN1995,cds,no,conservative
4077,,,sexual dependents,,,,n,EN6296,cds,no,conservative
4078,,,bollocks.,,,,n,EN696,asm,no,inclusive
4079,,,moralising,,,,n,EN3590,dmc,yes,inclusive
4080,,,turn-coat,,,,n,EN8169,dmc,yes,conservative
4081,,,misrepresentation,,,,n,EN2921,dmc,yes,conservative
4082,,,mare's nest,,,,n,EN2179,qas,no,inclusive
4083,,,captor,,,,n,EN7273,re,no,inclusive
4084,,,mongoloid,,,,n,EN6011,ps,yes,conservative
4085,,,squiggle,,,,n,EN6028,cds,no,inclusive
4086,,,microencephaly,,,,n,EN5911,ddp,yes,inclusive
4087,,,hypersexualisms,,,,n,EN6229,cds,no,conservative
4088,,,goatfighting,,,,n,EN2168,an,no,inclusive
4089,,,pubes,,,,n,EN4195,asf,no,inclusive
4090,,,turncoats,,,,n,EN8165,dmc,yes,conservative
4091,,,boorish,,,,a,EN8240,cds,no,conservative
4092,,,parishioner,,,,n,EN5664,qas,no,inclusive
4093,,,nick junior,,,,n,EN482,or,no,inclusive
4094,,,crossed,,,,n,EN2783,cds,no,inclusive
4095,,,role player,,,,n,EN4991,dmc,yes,conservative
4096,,,join the choir invisible,,,,v,EN6686,cds,no,inclusive
4097,,,sus domesticus,,,,n,EN4307,an,no,inclusive
4098,,,jacare,,,,n,EN7900,an,no,inclusive
4099,,,oblique plane,,,,n,EN3334,om,no,inclusive
4100,,,animalia kingdom,,,,n,EN407,ddp,yes,inclusive
4101,,,bigots,,,,n,EN1063,cds,no,conservative
4102,,,hornswoggle,,,,v,EN6674,asm,no,conservative
4103,,,bumble,,,,v,EN6587,qas,no,conservative
4104,,,numskull,,,,n,EN537,asf,no,conservative
4105,,,nectotrophic,,,,n,EN5636,qas,no,inclusive
4106,,,jackals,,,,n,EN7467,an,no,inclusive
4107,,,incriminatory,,,,n,EN3054,cds,no,inclusive
4108,,,pelias dorsalis,,,,n,EN8072,an,no,inclusive
4109,,,stinkpot,,,,n,EN1709,dmc,yes,conservative
4110,,,corca,,,,n,EN2133,cds,no,inclusive
4111,,,digitaldog,,,,n,EN2067,an,no,inclusive
4112,,,savvy,,,,a,EN4344,cds,no,inclusive
4113,,,physiognomists,,,,n,EN2504,an,no,inclusive
4114,,,murderers,,,,n,EN6420,re,no,inclusive
4115,,,loathsomely,,,,n,EN3143,svp,no,inclusive
4116,,,greedy,,,,a,EN703,svp,no,conservative
4117,,,bollix,,,,v,EN6581,qas,no,conservative
4118,,,deceitfulness,,,,n,EN2632,cds,no,inclusive
4119,,,bunnies!,,,,n,EN2381,an,no,inclusive
4120,,,wtf,,,,n,EN2356,asm,no,conservative
4121,,,changelings,,,,n,EN1924,asf,no,conservative
4122,,,buttfuck,,,,n,EN226,om,no,inclusive
4123,,,shysters,,,,n,EN2545,ddp,yes,conservative
4124,,,pillock,,,,n,EN864,or,no,conservative
4125,,,broad beans,,,,n,EN4107,asm,no,inclusive
4126,,,crippled,,,,a,EN7154,ddf,yes,inclusive
4127,,,scoff,,,,v,EN2888,asm,no,inclusive
4128,,,stacks,,,,n,EN3419,cds,no,inclusive
4129,,,apple polisher,,,,n,EN7282,cds,no,conservative
4130,,,caitiff,,,,n,EN7994,cds,no,conservative
4131,,,parrot,,,,n,EN5669,an,no,inclusive
4132,,,capitalist class,,,,n,EN1622,qas,no,inclusive
4133,,,stultified,,,,n,EN7495,ddp,yes,inclusive
4134,,,foreign news office,,,,n,EN2418,cds,no,inclusive
4135,,,forced sex,,,,n,EN464,re,no,conservative
4136,,,snob,,,,n,EN7364,cds,no,conservative
4137,,,floater,,,,n,EN3430,ps,yes,inclusive
4138,,,implore,,,,v,EN6639,is,yes,inclusive
4139,,,bundaist,,,,n,EN3331,om,no,inclusive
4140,,,ragtag,,,,n,EN2051,cds,no,conservative
4141,,,fop,,,,n,EN989,cds,no,inclusive
4142,,,parasit,,,,n,EN5655,qas,no,inclusive
4143,,,arrogantly,,,,n,EN5748,svp,no,inclusive
4144,,,falsity,,,,n,EN959,cds,no,conservative
4145,,,lechers,,,,n,EN4994,svp,no,inclusive
4146,,,goat's milk,,,,n,EN2161,an,no,inclusive
4147,,,hindquarter,,,,n,EN3277,om,no,inclusive
4148,,,anteversion,,,,n,EN3325,om,no,inclusive
4149,,,diver weighting system,,,,n,EN7905,qas,no,inclusive
4150,,,stultifiedly,,,,n,EN7490,ddp,yes,inclusive
4151,,,scribble,,,,v,EN6827,cds,no,inclusive
4152,,,blackballed,,,,n,EN849,cds,no,inclusive
4153,,,orangishblacks,,,,n,EN1506,asm,no,inclusive
4154,,,inkiness,,,,n,EN1159,ps,yes,inclusive
4155,,,turncoaters,,,,n,EN8171,dmc,yes,conservative
4156,,,banditry,,,,n,EN724,cds,no,inclusive
4157,,,slothfulness,,,,n,EN198,svp,no,inclusive
4158,,,penurious,,,,a,EN4767,an,no,conservative
4159,,,girlcrazier,,,,n,EN6263,cds,no,conservative
4160,,,cullible,,,,n,EN2653,asm,no,conservative
4161,,,unpleasant-smelling,,,,a,EN7421,dmc,yes,conservative
4162,,,moralisms,,,,n,EN3563,dmc,yes,inclusive
4163,,,zulu-kaffirs,,,,n,EN8265,ps,yes,inclusive
4164,,,🐌,,,,n,EN5998,an,no,inclusive
4165,,,baronesse,,,,n,EN836,qas,no,inclusive
4166,,,street walker,,,,n,EN934,an,no,conservative
4167,,,beggar,,,,n,EN6855,is,yes,conservative
4168,,,penny-pinching,,,,n,EN5675,svp,no,inclusive
4169,,,dirty,,,,a,EN7290,dmc,yes,inclusive
4170,,,foolish,,,,a,EN1058,ddp,yes,conservative
4171,,,foetid,,,,a,EN4148,dmc,yes,conservative
4172,,,moneylending,,,,n,EN5076,cds,no,inclusive
4173,,,a b axis,,,,n,EN3231,om,no,inclusive
4174,,,inappropriately,,,,n,EN3547,dmc,yes,inclusive
4175,,,moralismist,,,,n,EN3560,dmc,yes,inclusive
4176,,,slicker,,,,n,EN4961,dmc,yes,conservative
4177,,,professora,,,,n,EN2238,pa,yes,inclusive
4178,,,narcist,,,,n,EN6052,cds,no,inclusive
4179,,,chickon,,,,n,EN7021,an,no,inclusive
4180,,,meagre,,,,a,EN7481,is,yes,inclusive
4181,,,rhetoricians,,,,n,EN5797,qas,no,inclusive
4182,,,stultifies,,,,n,EN7491,ddp,yes,inclusive
4183,,,pikey,,,,n,EN7957,ps,yes,conservative
4184,,,teasing,,,,n,EN6379,asm,no,inclusive
4185,,,homosexuals,,,,n,EN4532,om,no,inclusive
4186,,,vagrant,,,,n,EN1700,dmc,yes,inclusive
4187,,,dissimulated,,,,n,EN3186,dmc,yes,conservative
4188,,,bathetic,,,,a,EN6762,qas,no,conservative
4189,,,moobster,,,,n,EN1095,cds,no,conservative
4190,,,corruption of a minor,,,,n,EN7602,re,no,inclusive
4191,,,give-up the ghost,,,,v,EN6693,cds,no,inclusive
4192,,,unhumbleness,,,,n,EN5747,svp,no,inclusive
4193,,,racketeer,,,,n,EN5756,re,no,inclusive
4194,,,guiding hand,,,,n,EN3581,dmc,yes,inclusive
4195,,,infanticidal,,,,n,EN5052,re,no,inclusive
4196,,,empalo,,,,n,EN1465,pr,no,inclusive
4197,,,living sauropods,,,,n,EN7868,asm,no,inclusive
4198,,,adhesive disc,,,,n,EN6168,an,no,inclusive
4199,,,cony,,,,n,EN2384,an,no,inclusive
4200,,,poofster,,,,n,EN4525,om,no,inclusive
4201,,,dishonorable,,,,a,EN4967,dmc,yes,conservative
4202,,,analsecks,,,,n,EN271,om,no,inclusive
4203,,,vulgarity,,,,n,EN2189,an,no,conservative
4204,,,anatomy directions,,,,n,EN3250,om,no,inclusive
4205,,,vaginas,,,,n,EN4133,asf,no,conservative
4206,,,mountebank,,,,n,EN2544,ddp,yes,conservative
4207,,,slit,,,,n,EN2821,asf,no,conservative
4208,,,tricker,,,,n,EN2867,cds,no,conservative
4209,,,casanova complex,,,,n,EN6360,cds,no,conservative
4210,,,huskamute,,,,n,EN1242,cds,no,inclusive
4211,,,brownly,,,,n,EN1510,asm,no,inclusive
4212,,,spiritlessness,,,,n,EN33,svp,no,inclusive
4213,,,blackmailed,,,,n,EN1341,re,no,conservative
4214,,,wankier,,,,n,EN2683,asm,no,conservative
4215,,,punter,,,,n,EN4437,pr,no,inclusive
4216,,,uncultured,,,,a,EN4911,ddp,yes,conservative
4217,,,glaucodes,,,,n,EN3665,an,no,inclusive
4218,,,fauna,,,,n,EN418,ddp,yes,inclusive
4219,,,academian,,,,n,EN108,pa,yes,inclusive
4220,,,plagio,,,,n,EN6978,re,no,inclusive
4221,,,outcast,,,,n,EN1871,is,yes,inclusive
4222,,,single-celler,,,,n,EN5887,an,no,inclusive
4223,,,patchwork,,,,n,EN4626,qas,no,inclusive
4224,,,wildness,,,,n,EN8011,re,no,inclusive
4225,,,washroom,,,,n,EN5312,cds,no,inclusive
4226,,,merchant class,,,,n,EN1605,qas,no,inclusive
4227,,,taṇhā,,,,n,EN2633,svp,no,inclusive
4228,,,sluttishness,,,,n,EN922,pr,no,conservative
4229,,,terms of anatomical location,,,,n,EN3302,om,no,inclusive
4230,,,myopic,,,,a,EN4761,dmc,yes,conservative
4231,,,amoralises,,,,n,EN3616,dmc,yes,inclusive
4232,,,meretriciously,,,,n,EN4443,pr,no,conservative
4233,,,slackingly,,,,n,EN5345,cds,no,conservative
4234,,,immoraliser,,,,n,EN3567,dmc,yes,inclusive
4235,,,society hostess,,,,n,EN6017,pr,no,inclusive
4236,,,nouveau-riche,,,,n,EN6626,cds,no,inclusive
4237,,,hut,,,,n,EN4677,qas,no,inclusive
4238,,,obstinate,,,,a,EN197,an,no,inclusive
4239,,,mammary line,,,,n,EN3266,om,no,inclusive
4240,,,gossiper,,,,n,EN2488,ddp,yes,conservative
4241,,,henchwoman,,,,n,EN7414,cds,no,conservative
4242,,,differently abled,,,,n,EN4787,ddf,yes,inclusive
4243,,,croon,,,,n,EN4724,cds,no,inclusive
4244,,,carrionistic,,,,n,EN1838,cds,no,inclusive
4245,,,sex offendor,,,,n,EN7637,re,no,inclusive
4246,,,bumsex,,,,n,EN259,om,no,inclusive
4247,,,tightfistedness,,,,n,EN2175,svp,no,conservative
4248,,,jester,,,,n,EN3917,dmc,yes,inclusive
4249,,,crocodylidae,,,,n,EN2716,an,no,inclusive
4250,,,dilettanteish,,,,a,EN7288,qas,no,conservative
4251,,,crocodylian,,,,n,EN2702,an,no,inclusive
4252,,,artless,,,,a,EN4912,ddp,yes,conservative
4253,,,rumormonger,,,,n,EN2490,ddp,yes,conservative
4254,,,tsubo,,,,n,EN2118,cds,no,inclusive
4255,,,carrionist,,,,n,EN1841,cds,no,inclusive
4256,,,gluteal region,,,,n,EN3342,om,no,inclusive
4257,,,drug courier,,,,n,EN7777,an,no,inclusive
4258,,,pelias tyrolensis,,,,n,EN8041,an,no,inclusive
4259,,,yowe,,,,n,EN5927,an,no,inclusive
4260,,,shades of orange,,,,n,EN6486,or,no,inclusive
4261,,,weakling,,,,n,EN1885,an,no,conservative
4262,,,mofias,,,,n,EN5495,re,no,inclusive
4263,,,niggardness,,,,n,EN2176,svp,no,conservative
4264,,,fagot,,,,n,EN2459,om,no,conservative
4265,,,hard-on,,,,n,EN3493,asm,no,inclusive
4266,,,japanese unit,,,,n,EN2121,cds,no,inclusive
4267,,,thiefing,,,,n,EN4369,re,no,inclusive
4268,,,microcephaly,,,,n,EN5910,ddp,yes,inclusive
4269,,,animalculum,,,,n,EN5897,an,no,inclusive
4270,,,pirate captain,,,,n,EN6971,re,no,inclusive
4271,,,laws on sex,,,,n,EN7655,re,no,inclusive
4272,,,acceptability,,,,n,EN3529,dmc,yes,inclusive
4273,,,git,,,,n,EN1695,cds,no,conservative
4274,,,snot,,,,n,EN7366,cds,no,conservative
4275,,,m a f f i a,,,,n,EN5513,re,no,inclusive
4276,,,stumblebum,,,,n,EN2988,ddp,yes,conservative
4277,,,public conveniences,,,,n,EN5310,cds,no,inclusive
4278,,,negress,,,,n,EN6122,ps,yes,inclusive
4279,,,assmunch,,,,n,EN4835,ddp,yes,conservative
4280,,,intermediary,,,,n,EN4231,cds,no,inclusive
4281,,,tycoons,,,,n,EN1195,qas,no,inclusive
4282,,,dabbler,,,,n,EN3513,qas,no,conservative
4283,,,sassing,,,,n,EN5108,cds,no,inclusive
4284,,,plagiary,,,,n,EN6947,re,no,inclusive
4285,,,ruck,,,,n,EN4613,cds,no,conservative
4286,,,gormandized,,,,n,EN3370,svp,no,conservative
4287,,,lawyers,,,,n,EN812,pa,yes,inclusive
4288,,,kutru,,,,n,EN2086,an,no,inclusive
4289,,,mancraziest,,,,n,EN6368,cds,no,conservative
4290,,,raven,,,,v,EN6779,cds,no,inclusive
4291,,,hog,,,,n,EN4305,an,no,inclusive
4292,,,loo,,,,n,EN5307,cds,no,inclusive
4293,,,kinfolk,,,,n,EN3719,cds,no,inclusive
4294,,,kerb crawlers,,,,n,EN4465,pr,no,conservative
4295,,,ravenous,,,,a,EN7299,svp,no,inclusive
4296,,,roguishness,,,,n,EN1145,cds,no,inclusive
4297,,,fearful,,,,a,EN7130,cds,no,conservative
4298,,,🐶,,,,n,EN2072,an,no,inclusive
4299,,,asshattery,,,,n,EN4814,ddp,yes,conservative
4300,,,orangeishblacks,,,,n,EN1528,asm,no,inclusive
4301,,,lingerer,,,,n,EN6830,dmc,yes,conservative
4302,,,🐥,,,,n,EN7876,asm,no,inclusive
4303,,,bourgeois,,,,n,EN1580,qas,no,inclusive
4304,,,sluttiness,,,,n,EN908,pr,no,conservative
4305,,,impulsive sexuality,,,,n,EN6377,cds,no,conservative
4306,,,egghead,,,,n,EN3458,cds,no,inclusive
4307,,,planes of motion,,,,n,EN3323,om,no,inclusive
4308,,,japanese-mestizo,,,,n,EN5829,ps,yes,conservative
4309,,,juives,,,,n,EN4608,ps,yes,inclusive
4310,,,improprieties,,,,n,EN3524,dmc,yes,inclusive
4311,,,disgustedly,,,,n,EN3153,svp,no,inclusive
4312,,,halting,,,,a,EN7152,ddf,yes,inclusive
4313,,,falsehood,,,,n,EN957,qas,no,conservative
4314,,,vipera,,,,n,EN8036,an,no,inclusive
4315,,,gelopy,,,,n,EN1765,cds,no,inclusive
4316,,,applesauce,,,,n,EN336,an,no,conservative
4317,,,culchies,,,,n,EN8246,cds,no,inclusive
4318,,,haughtiness,,,,n,EN1675,svp,no,conservative
4319,,,paederasty,,,,n,EN5587,om,no,inclusive
4320,,,unfounded allegation,,,,n,EN2008,re,no,inclusive
4321,,,sex and the law,,,,n,EN7642,re,no,inclusive
4322,,,carnal knowledge of a minor,,,,n,EN7594,re,no,inclusive
4323,,,africanus niger,,,,n,EN6131,ps,yes,inclusive
4324,,,quidnunc,,,,n,EN4209,cds,no,conservative
4325,,,brassica camperstris,,,,n,EN7220,or,no,inclusive
4326,,,tomfool,,,,n,EN520,asm,no,conservative
4327,,,snitcher,,,,n,EN5288,cds,no,conservative
4328,,,brain damage,,,,n,EN1496,ddp,yes,inclusive
4329,,,egregiosity,,,,n,EN5687,dmc,yes,inclusive
4330,,,tearing,,,,a,EN7143,re,no,conservative
4331,,,attorneys in south africa,,,,n,EN817,pa,yes,inclusive
4332,,,prickteaser,,,,n,EN2645,an,no,conservative
4333,,,a betularia,,,,n,EN7790,an,no,inclusive
4334,,,paraphilia-related disorders,,,,n,EN6334,cds,no,conservative
4335,,,microorganismically,,,,n,EN5855,an,no,inclusive
4336,,,academe,,,,n,EN116,pa,yes,inclusive
4337,,,imitation,,,,n,EN4771,dmc,yes,inclusive
4338,,,out-of-control sexual behaviour,,,,n,EN6347,cds,no,conservative
4339,,,larseny,,,,n,EN4353,cds,no,inclusive
4340,,,plant improvement,,,,n,EN2754,cds,no,inclusive
4341,,,robbery,,,,n,EN7262,re,no,inclusive
4342,,,rustler,,,,n,EN5271,re,no,inclusive
4343,,,jewes,,,,n,EN4607,ps,yes,inclusive
4344,,,baddoer,,,,n,EN3003,re,no,inclusive
4345,,,blackishly,,,,n,EN1155,ps,yes,inclusive
4346,,,"forgery, forger",,,,n,EN3882,dmc,yes,inclusive
4347,,,sonny,,,,n,EN2808,cds,no,inclusive
4348,,,crop enhancement,,,,n,EN2730,ps,yes,inclusive
4349,,,rounsey,,,,n,EN7975,an,no,inclusive
4350,,,riotous,,,,a,EN7528,dmc,yes,conservative
4351,,,strike-breaker,,,,n,EN1266,cds,no,inclusive
4352,,,drag artist,,,,n,EN7961,om,no,inclusive
4353,,,mendicant,,,,n,EN6856,is,yes,inclusive
4354,,,pomme terre,,,,n,EN6744,or,no,inclusive
4355,,,hypocricy,,,,n,EN3194,dmc,yes,conservative
4356,,,dafuq,,,,n,EN2317,asm,no,conservative
4357,,,narcicistic,,,,n,EN6045,cds,no,inclusive
4358,,,indignations,,,,n,EN5222,svp,no,inclusive
4359,,,shylock,,,,n,EN5087,cds,no,conservative
4360,,,foot,,,,n,EN5354,an,no,inclusive
4361,,,ceorle,,,,n,EN742,pa,yes,conservative
4362,,,pederastic,,,,n,EN5590,om,no,inclusive
4363,,,mishmash,,,,n,EN320,cds,no,inclusive
4364,,,immoralizers,,,,n,EN3580,dmc,yes,inclusive
4365,,,great unwashed,,,,n,EN4616,cds,no,conservative
4366,,,ta'liq,,,,n,EN7748,re,no,inclusive
4367,,,bulk,,,,n,EN1686,cds,no,inclusive
4368,,,hodgepodge,,,,n,EN315,cds,no,inclusive
4369,,,hussy,,,,n,EN7165,pr,no,conservative
4370,,,gambling hall,,,,n,EN1857,cds,no,inclusive
4371,,,jewess,,,,n,EN4588,ps,yes,inclusive
4372,,,mollusca,,,,n,EN5350,an,no,inclusive
4373,,,gliding mechanism,,,,n,EN3937,asm,no,inclusive
4374,,,narrowminded,,,,a,EN4759,dmc,yes,conservative
4375,,,caravan,,,,n,EN1806,cds,no,inclusive
4376,,,parafascism,,,,n,EN4079,cds,no,conservative
4377,,,buck ofama,,,,n,EN710,svp,no,conservative
4378,,,incriminators,,,,n,EN3045,re,no,inclusive
4379,,,terrorising,,,,n,EN7688,re,no,conservative
4380,,,👮,,,,n,EN5462,cds,no,inclusive
4381,,,wrathful,,,,a,EN5253,svp,no,inclusive
4382,,,hypersexuality,,,,n,EN6286,cds,no,conservative
4383,,,poetatoe,,,,n,EN6713,or,no,inclusive
4384,,,moralismists,,,,n,EN3587,dmc,yes,inclusive
4385,,,detestation,,,,n,EN3147,svp,no,inclusive
4386,,,ecclesiastical district,,,,n,EN5661,qas,no,inclusive
4387,,,sodomist,,,,n,EN1588,om,no,inclusive
4388,,,sexually violate,,,,n,EN7654,re,no,inclusive
4389,,,same-gender attraction,,,,n,EN4518,om,no,inclusive
4390,,,midpupillary line,,,,n,EN3340,om,no,inclusive
4391,,,judaisem,,,,n,EN4570,ps,yes,inclusive
4392,,,sex without consent,,,,n,EN460,re,no,conservative
4393,,,special envoy,,,,n,EN769,pa,yes,inclusive
4394,,,overeats,,,,n,EN4662,svp,no,inclusive
4395,,,oodles,,,,n,EN3416,cds,no,inclusive
4396,,,fatuousness,,,,n,EN5945,ddp,yes,conservative
4397,,,vilifier,,,,n,EN2030,re,no,conservative
4398,,,streetwalking,,,,n,EN950,pr,no,conservative
4399,,,kidnabbed,,,,n,EN7239,re,no,inclusive
4400,,,derrière,,,,n,EN3303,om,no,inclusive
4401,,,microoerganism,,,,n,EN5872,an,no,inclusive
4402,,,sextrader,,,,n,EN3747,cds,no,inclusive
4403,,,corruptible,,,,a,EN7984,cds,no,conservative
4404,,,farm tenant,,,,n,EN6387,qas,no,inclusive
4405,,,felony,,,,n,EN3476,re,no,inclusive
4406,,,microcephelia,,,,n,EN5904,ddp,yes,inclusive
4407,,,drippy,,,,a,EN6772,qas,no,conservative
4408,,,squealer,,,,n,EN2512,ddp,yes,conservative
4409,,,bird,,,,n,EN4735,asf,no,conservative
